seqnames	start	end	width	strand	log2FC	logCPM	F	PValue	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
XII	53863	54021	159	-	1.22898396523979	9.24145647660792	29.5013885960347	0.000186887028202004	0.000677699675048326	Promoter	12	53131	53931	801	2	YLL041C	YLL041C_mRNA	0
XII	540537	540616	80	-	1.09809905988957	6.98330061273368	16.7885870213701	0.00166675767302428	0.00428758864003979	Promoter	12	540009	540536	528	2	YLR193C	YLR193C_mRNA	-80
XII	543295	543353	59	-	-1.01154107811906	7.84737062076089	20.7130389485293	0.000770797041388153	0.00223599406344966	Promoter	12	541937	543304	1368	2	YLR195C	YLR195C_mRNA	0
XII	543884	543945	62	+	-2.38219469904623	6.84109155554609	49.1522613898048	1.92662553316441e-05	0.00010673183153924	Promoter	12	543968	545698	1731	1	YLR196W	YLR196W_mRNA	-23
XII	546041	546078	38	+	-3.5779579245042	7.38932047773773	225.875338868989	7.89105455212667e-09	3.02345444493294e-07	Promoter	12	546097	547611	1515	1	YLR197W	YLR197W_mRNA	-19
XII	553683	553769	87	-	4.41924492772367	8.24657022320062	205.551036369209	1.31267687823228e-08	4.40516254446777e-07	Promoter	12	552724	553677	954	2	YLR205C	YLR205C_mRNA	-92
XII	554392	554485	94	+	1.2698299834887	7.29454884152655	25.8373661679805	0.000323233475855063	0.00107508823890002	Promoter	12	554578	556419	1842	1	YLR206W	YLR206W_mRNA	-93
XII	564581	564589	9	-	2.54857330447542	5.26382113087893	17.0417150541278	0.00158054623386341	0.00409528113630422	Promoter	12	563792	564531	740	2	YLR211C	YLR211C_mRNA	-58
XII	581778	581821	44	-	-1.88071961272108	6.81895203061782	45.4676572994713	2.76698238375693e-05	0.000141578720077405	Promoter	12	579318	581771	2454	2	YLR222C	YLR222C_mRNA	-50
XII	586308	586366	59	+	-1.6581057268223	6.19400689849635	8.79679377252945	0.0124808593431469	0.0239762580196419	Promoter	12	586464	587573	1110	1	YLR224W	YLR224W_mRNA	-98
XII	604941	605005	65	-	-1.0529903719416	7.19653129249076	18.4887998982786	0.00117768476530339	0.00317661533701013	Promoter	12	604212	604787	576	2	YLR229C	YLR229C_mRNA	-218
XII	614654	614705	52	+	1.26722989623722	6.66462302595568	22.74286116598	0.000537462728627646	0.00165315653445141	Promoter	12	614755	616191	1437	1	YLR238W	YLR238W_mRNA	-50
XII	620405	620468	64	+	1.29049193907018	6.59120052822484	20.3048371985749	0.000831173127184231	0.00237493659534394	Promoter	12	620473	622821	2349	1	YLR241W	YLR241W_mRNA	-5
XII	626336	626375	40	-	-1.62304903879617	6.95258454609235	54.1869514829688	1.21644842789601e-05	7.42689843179669e-05	Promoter	12	625168	626331	1164	2	YLR244C	YLR244C_mRNA	-44
XII	626931	626971	41	-	-1.0916397959313	5.88550465224202	10.6657497568068	0.00725818731717651	0.0151494600363215	Promoter	12	626502	626930	429	2	YLR245C	YLR245C_mRNA	-41
XII	636727	636766	40	+	-2.64745263666163	7.95795249813687	186.582307609867	2.20838860811193e-08	6.16185405289226e-07	Promoter	12	636780	639914	3135	1	YLR249W	YLR249W_mRNA	-14
XII	63708	63760	53	-	1.23968958551578	7.64221515569255	43.0418749013351	3.55879087452115e-05	0.000172196331303316	Promoter	12	54211	63645	9435	2	YLL040C	YLL040C_mRNA	-115
XII	644995	645111	117	-	1.49405676033711	7.09120806098724	41.9084133763817	4.01877582313694e-05	0.00019024957543622	Promoter	12	644404	644973	570	2	YLR254C	YLR254C_mRNA	-138
XII	65256	65321	66	-	1.86043288701939	9.20758490891693	154.177629012308	6.10567598909544e-08	1.25359575371048e-06	Promoter	12	64062	65207	1146	2	YLL039C	YLL039C_mRNA	-114
XII	678142	678205	64	+	1.87343673551697	7.32227547322977	74.7488238321503	2.54309701932158e-06	2.17420024905385e-05	Promoter	12	678212	679924	1713	1	YLR267W	YLR267W_mRNA	-7
XII	681068	681123	56	+	2.28691095311549	8.06096251700665	146.475271226291	8.00790206267823e-08	1.53236865788916e-06	Promoter	12	681186	682238	1053	1	YLR270W	YLR270W_mRNA	-63
XII	682564	682622	59	+	1.09601642321261	7.4613411775904	30.2929820530352	0.000167143403598331	0.000615219214757548	Promoter	12	682737	683561	825	1	YLR271W	YLR271W_mRNA	-115
XII	696860	696967	108	-	-2.176407285409	7.18580273670471	99.0638528978191	6.13604677206719e-07	7.24708825069877e-06	Promoter	12	695046	696830	1785	2	YLR276C	YLR276C_mRNA	-137
XII	705063	705188	126	+	1.10317339807167	6.94044804839166	9.75233289949501	0.00939514638267818	0.0188522813600462	Promoter	12	705186	706130	945	1	YLR283W	YLR283W_mRNA	0
XII	707038	707136	99	-	3.01210290613106	7.13161131447459	121.887946373419	2.10106898034508e-07	3.1849849402988e-06	Promoter	12	706198	707040	843	2	YLR284C	YLR284C_mRNA	0
XII	713102	713224	123	-	-1.00321194475573	9.37906444307228	56.5126848730641	9.95550475028098e-06	6.42486553247576e-05	Promoter	12	712537	713158	622	2	YLR287C-A	YLR287C-A_mRNA	0
XII	721370	721528	159	-	-3.20817235957551	8.85404618693604	354.477789101107	6.74966502546496e-10	8.70865342734015e-08	Promoter	12	720771	721430	660	2	YLR293C	YLR293C_mRNA	0
XII	722331	722478	148	-	1.10275913565847	9.07347118823107	65.7016338591967	4.80359946281825e-06	3.61272256353533e-05	Promoter	12	721999	722373	375	2	YLR295C	YLR295C_mRNA	0
XII	73166	73211	46	-	-2.02681880951114	7.24222277391104	95.452477285462	7.41899250228716e-07	8.37605974852188e-06	Promoter	12	70633	73146	2514	2	YLL034C	YLL034C_mRNA	-65
XII	737508	737632	125	-	1.9232321651084	8.88914360558138	128.168578331671	1.61603384063721e-07	2.61249856097696e-06	Promoter	12	735212	737548	2337	2	YLR304C	YLR304C_mRNA	0
XII	747132	747257	126	-	10.4597088568272	8.11487940832551	540.145269388708	1.44388081553441e-09	1.25462929435543e-07	Promoter	12	746848	747111	264	2	YLR307C-A	YLR307C-A_mRNA	-146
XII	764140	764216	77	-	-1.76785930744832	8.33625582596658	103.691419663766	4.85425359348696e-07	6.10356537103555e-06	Promoter	12	762575	764137	1563	2	YLR314C	YLR314C_mRNA	-79
XII	778903	778988	86	-	6.84318935614928	4.88777150274842	45.3824629717295	7.20133131116843e-05	0.000302605165458943	Promoter	12	778173	778952	780	2	YLR323C	YLR323C_mRNA	0
XII	779144	779193	50	+	1.03791809060241	6.17024337751411	8.17709206275418	0.0151329432203059	0.0283109964283001	Promoter	12	779215	780786	1572	1	YLR324W	YLR324W_mRNA	-22
XII	781310	781486	177	-	-1.42209011683779	9.67468057685791	58.3191240517509	8.56119152182179e-06	5.66785822383467e-05	Promoter	12	781143	781379	237	2	YLR325C	YLR325C_mRNA	0
XII	805812	805900	89	+	-2.19480801429149	8.34682173023146	171.271781588197	3.49061238342137e-08	8.24530090180989e-07	Promoter	12	805887	806825	939	1	YLR340W	YLR340W_mRNA	0
XII	819267	819314	48	+	-3.50335220225743	6.94540748591452	62.8109115585064	5.98138356132918e-06	4.32472695533845e-05	Promoter	12	819312	820142	831	1	YLR344W	YLR344W_mRNA	0
XII	820392	820511	120	+	1.33892444303553	7.92486173052716	54.8889135959939	1.14419177892011e-05	7.1106477601855e-05	Promoter	12	820511	822040	1530	1	YLR345W	YLR345W_mRNA	0
XII	822624	822669	46	-	6.78267766219	4.84101143035638	43.6490836832562	8.38958162082148e-05	0.000345086256694145	Promoter	12	822287	822592	306	2	YLR346C	YLR346C_mRNA	-77
XII	830933	831016	84	+	1.25403084198806	7.14990677803531	24.1740106576865	0.000422394711062973	0.00134250337298003	Promoter	12	831116	833539	2424	1	YLR352W	YLR352W_mRNA	-100
XII	839313	839340	28	-	-1.46792032736623	7.61841421477155	58.7138459808631	8.28792338309657e-06	5.58573894489583e-05	Promoter	12	838066	839253	1188	2	YLR355C	YLR355C_mRNA	-87
XII	840232	840313	82	+	1.91975811472708	7.96422773630816	98.5463970393182	6.30281886595853e-07	7.37247995234476e-06	Promoter	12	840321	840914	594	1	YLR356W	YLR356W_mRNA	-8
XII	844166	844264	99	+	-2.84260582805019	7.15683005261143	136.559865680079	1.15868789514515e-07	2.04281713687547e-06	Promoter	12	844282	845730	1449	1	YLR359W	YLR359W_mRNA	-18
XII	849820	849850	31	+	3.49970098967786	5.03986568834762	19.3912248677249	0.000987737622559334	0.00275119134022537	Promoter	12	849866	852019	2154	1	YLR362W	YLR362W_mRNA	-16
XII	853423	853451	29	+	-1.86597137329602	5.83971799357723	19.0842354017044	0.0010479896747838	0.00287836817319166	Promoter	12	853461	853718	258	1	YLR363W-A	YLR363W-A_mRNA	-10
XII	867205	867218	14	+	-3.59037712607301	5.91013726916472	48.6705231279334	2.01737733450583e-05	0.000110921560561642	Promoter	12	867354	868391	1038	1	YLR372W	YLR372W_mRNA	-136
XII	87159	87205	47	+	-1.03531893705257	7.39453679061663	25.1405684364252	0.000361011145076763	0.00117582344842271	Promoter	12	87403	88155	753	1	YLL027W	YLL027W_mRNA	-198
XII	871646	871692	47	+	-1.24512878035991	6.58542840209998	24.8498627489104	0.000378295907346277	0.00122392811512432	Promoter	12	871697	872728	1032	1	YLR375W	YLR375W_mRNA	-5
XII	874828	874833	6	-	7.05982613575036	5.07114701164821	54.7049264601648	3.41871380261927e-05	0.000167022704453267	Promoter	12	873746	874792	1047	2	YLR377C	YLR377C_mRNA	-41
XII	877374	877388	15	-	1.38421009202271	5.9315095200729	17.9894676800128	0.00130124424333162	0.00346760924865918	Promoter	12	875736	877178	1443	2	YLR378C	YLR378C_mRNA	-210
XII	892871	892894	24	-	-2.51559360167283	6.51018875055775	74.4286867392192	2.59790936810427e-06	2.20618271992938e-05	Promoter	12	888851	892900	4050	2	YLR384C	YLR384C_mRNA	29
XII	909983	910075	93	-	1.1162569200838	8.17234917468589	51.3121426222671	1.57443375567212e-05	9.0984914797641e-05	Promoter	12	909729	909965	237	2	YLR395C	YLR395C_mRNA	-110
XII	914908	914924	17	-	-2.17479478908766	5.88836026323827	26.2249388382222	0.000304242393851608	0.00102523787290992	Promoter	12	912550	914892	2343	2	YLR397C	YLR397C_mRNA	-32
XII	924436	924519	84	-	-1.55067121167169	7.97087501789939	57.3711344419	9.26199103527127e-06	6.09038491589595e-05	Promoter	12	922442	924448	2007	2	YLR401C	YLR401C_mRNA	0
XII	929766	929791	26	+	-1.17647979672809	5.19916628340895	7.35698673636207	0.0197523252797641	0.0357569995577872	Promoter	12	929789	930892	1104	1	YLR405W	YLR405W_mRNA	0
XII	931749	931846	98	-	-2.58547256025019	9.18506221433837	264.717649063485	3.33529731245256e-09	1.76788574584138e-07	Promoter	12	931065	931755	691	2	YLR406C	YLR406C_mRNA	0
XII	937266	937297	32	-	-4.61902186400125	5.21600842312746	42.9582492127767	3.59053116296902e-05	0.000173309270056735	Promoter	12	934414	937233	2820	2	YLR409C	YLR409C_mRNA	-64
XII	951098	951153	56	+	-10.572235566678	8.07420936831344	696.827239893755	4.4795733026043e-10	8.29423701705794e-08	Promoter	12	951156	953183	2028	1	YLR413W	YLR413W_mRNA	-3
XII	963680	963787	108	+	-1.43151777648333	8.34109372275862	45.3090253711479	2.81194331137269e-05	0.000142768346759951	Promoter	12	963785	964879	1095	1	YLR420W	YLR420W_mRNA	0
XII	97296	97643	348	-	-2.36410811914866	10.0901372653654	214.259666043895	1.04956493166713e-08	3.72787077189215e-07	Promoter	12	95566	97485	1920	2	YLL024C	YLL024C_mRNA	0
XII	98852	98928	77	-	1.22334764097698	7.25202230668932	22.8721530950072	0.000525664293200271	0.00162096479766319	Promoter	12	97997	98836	840	2	YLL023C	YLL023C_mRNA	-92
XII	990866	990989	124	+	3.30706602785619	7.37808900452714	124.077578845352	1.91468071164558e-07	2.93906509238719e-06	Promoter	12	990617	990961	345	2	YLR428C	YLR428C_mRNA	0
XIII	10137	10166	30	+	4.18582522123756	7.58359633684295	284.875276312828	2.23553581555707e-09	1.47001584844604e-07	Promoter	13	10198	11295	1098	1	YML131W	YML131W_mRNA	-32
XIII	104160	104242	83	-	1.98210711112703	8.68197901043189	186.263802518968	2.228701835818e-08	6.16185405289226e-07	Promoter	13	103983	104162	180	2	YML081C-A	YML081C-A_mRNA	0
XIII	104628	104685	58	+	-1.01953502841784	7.45315651822773	16.3511038524383	0.00182921913797386	0.00463351396427944	Promoter	13	104777	108532	3756	1	YML081W	YML081W_mRNA	-92
XIII	108682	108709	28	+	-1.97317019886998	4.71596697809766	10.0025241472837	0.00874309883700498	0.0177340220678892	Promoter	13	108806	110077	1272	1	YML080W	YML080W_mRNA	-97
XIII	110972	111002	31	+	1.65304366921992	5.45476879656602	13.4561057513943	0.00353378813140719	0.00812637667647796	Promoter	13	111002	111550	549	1	YML078W	YML078W_mRNA	0
XIII	111811	111860	50	+	-1.51327435832909	6.74220058586329	24.3028273330351	0.000413540663549799	0.00132121351508554	Promoter	13	111865	112344	480	1	YML077W	YML077W_mRNA	-5
XIII	124132	124224	93	-	-2.85296786867322	8.82011133374734	274.757796355466	2.72305182692970e-09	1.61589880363901e-07	Promoter	13	123227	124172	946	2	YML073C	YML073C_mRNA	0
XIII	131595	131711	117	-	-2.06393127698949	7.47216419740877	61.1431150409905	6.8151806070972e-06	4.80611433617921e-05	Promoter	13	129749	131572	1824	2	YML071C	YML071C_mRNA	-139
XIII	13179	13218	40	-	2.39370973890228	7.55822861552625	21.9794534758581	0.000613848983613891	0.00184041229467973	Promoter	13	11483	13174	1692	2	YML130C	YML130C_mRNA	-44
XIII	13266	13287	22	-	-7.66777319625381	5.24357069351237	90.5910427676046	4.19769776642459e-06	3.23196160307311e-05	Promoter	13	11483	13174	1692	2	YML130C	YML130C_mRNA	-113
XIII	137441	137505	65	+	1.86861983689955	5.19333224332377	7.90007912173105	0.0165327452984487	0.0306236538341269	Promoter	13	137550	138944	1395	1	YML068W	YML068W_mRNA	-45
XIII	146405	146482	78	+	-2.21921472774257	8.59688146542219	150.096369637716	7.03786149594554e-08	1.40353418193734e-06	Promoter	13	146482	147249	768	1	YML063W	YML063W_mRNA	0
XIII	164220	164299	80	-	-8.55881626107792	6.05649411500655	143.028944577376	5.79713044256602e-07	6.98238533008076e-06	Promoter	13	162194	164176	1983	2	YML056C	YML056C_mRNA	-123
XIII	164576	164625	50	+	-7.01466732753049	4.68802724963429	50.9731258732118	4.54180625566705e-05	0.000209880619563873	Promoter	13	164790	165326	537	1	YML055W	YML055W_mRNA	-165
XIII	16687	16748	62	-	2.5494357794955	8.98203477524966	301.461906569171	1.64090923356245e-09	1.35376287501253e-07	Promoter	13	15135	16676	1542	2	YML128C	YML128C_mRNA	-72
XIII	167309	167357	49	-	10.5813634207864	8.23275209077616	519.59873154306	1.72489310009816e-09	1.35376287501253e-07	Promoter	13	165533	167308	1776	2	YML054C	YML054C_mRNA	-49
XIII	170356	170394	39	+	-1.85474068982407	6.71361251390143	25.8513676377951	0.000322523508603221	0.0010734605970337	Promoter	13	170402	171310	909	1	YML052W	YML052W_mRNA	-8
XIII	192634	192844	211	+	7.1849766641558	8.2788334149466	165.367105350016	4.20819631612906e-08	9.56873050200187e-07	Promoter	13	192788	194800	2013	1	YML042W	YML042W_mRNA	0
XIII	205595	205624	30	+	-1.11692761979637	6.38269459350352	16.5280984809515	0.00176133415305267	0.00449431147810924	Promoter	13	205642	206293	652	1	YML036W	YML036W_mRNA	-18
XIII	213876	213986	111	-	1.40898313127058	7.91411626029935	31.5118533922593	0.000141338690485194	0.000532729719520491	Promoter	13	212515	213930	1416	2	YML032C	YML032C_mRNA	0
XIII	216483	216648	166	+	2.62027078880238	6.14941133252852	30.1781332157245	0.000169849755737947	0.000624128103453281	Promoter	13	216435	216914	480	1	YML030W	YML030W_mRNA	48
XIII	217241	217362	122	+	1.26116502321492	8.21828964897921	41.4471277512842	4.22579630454569e-05	0.00019715115690325	Promoter	13	217362	219878	2517	1	YML029W	YML029W_mRNA	0
XIII	220069	220522	454	+	1.20510681537287	10.4995048141352	48.2484190230273	2.10105535387021e-05	0.00011372341882016	Promoter	13	220138	220728	591	1	YML028W	YML028W_mRNA	0
XIII	221317	221345	29	+	-1.445399046155	5.70161159046381	17.4998434839909	0.00143752783541577	0.00377042861549125	Promoter	13	221406	222563	1158	1	YML027W	YML027W_mRNA	-61
XIII	223794	223909	116	-	-2.40770043178067	9.76621177300958	227.144022911969	7.65554211450017e-09	2.98014943433263e-07	Promoter	13	222987	223828	842	2	YML026C	YML026C_mRNA	0
XIII	225831	225886	56	+	-2.38324234275354	8.72059425595741	235.19751961569	6.33939063544476e-09	2.61419278237917e-07	Promoter	13	225889	226697	809	1	YML024W	YML024W_mRNA	-3
XIII	228868	228918	51	+	-1.93338409321271	6.10003196245074	32.1143476495965	0.000130331327484744	0.000497015861709063	Promoter	13	228937	229500	564	1	YML022W	YML022W_mRNA	-19
XIII	233419	233469	51	+	-1.29467170077368	7.50521739649932	51.9577210366574	1.48428327383503e-05	8.69136270816035e-05	Promoter	13	233457	234455	999	1	YML019W	YML019W_mRNA	0
XIII	23694	23710	17	-	-1.08536093955572	7.15153420422959	11.8485934788412	0.00528732729069944	0.0114960386937192	Promoter	13	22048	23683	1636	2	YML124C	YML124C_mRNA	-27
XIII	243184	243217	34	+	-1.32220753243141	5.28042057621298	9.16100731360302	0.0111802522415597	0.0218135955923936	Promoter	13	243225	244064	840	1	YML014W	YML014W_mRNA	-8
XIII	251542	251571	30	-	1.63970052166082	6.69663184851023	33.3027425137204	0.000111441878389254	0.000433820944193688	Promoter	13	251304	251516	213	2	YML009C	YML009C_mRNA	-55
XIII	253679	253986	308	+	1.60722619359924	9.69420571329958	53.1767809503315	1.33008392474227e-05	7.9903560219702e-05	Promoter	13	253848	255800	1953	1	YML007W	YML007W_mRNA	0
XIII	262659	262717	59	-	1.32003514609113	9.26859912658809	68.0455990916254	4.04547956140489e-06	3.16483979835951e-05	Promoter	13	261705	262685	981	2	YML004C	YML004C_mRNA	0
XIII	271484	271528	45	-	-2.58173976667879	5.99764958419483	45.9823457376932	2.62682310756814e-05	0.000135980013206666	Promoter	13	271347	271577	231	2	YMR001C-A	YMR001C-A_mRNA	93
XIII	288035	288054	20	+	-2.42845758789531	6.63186778423328	86.1123077975642	1.25142821810219e-06	1.25657429350033e-05	Promoter	13	288079	289704	1626	1	YMR011W	YMR011W_mRNA	-25
XIII	29830	29897	68	-	1.81044507483106	7.55857535481839	76.6725461949537	2.24097330637224e-06	1.95773359224548e-05	Promoter	13	28266	29807	1542	2	YML120C	YML120C_mRNA	-90
XIII	30575	30591	17	+	-1.82378923394338	5.66191405423877	19.4089798729462	0.000984379733040145	0.00274340880926308	Promoter	13	30611	31684	1074	1	YML119W	YML119W_mRNA	-20
XIII	310179	310210	32	+	6.96811858296638	5.00483232391312	45.9861234249504	6.83622447090371e-05	0.000290018032043744	Promoter	13	310208	311752	1545	1	YMR018W	YMR018W_mRNA	0
XIII	315232	315410	179	+	1.18028577863815	7.72268749497813	36.922435970048	7.09374703735278e-05	0.000298858641417824	Promoter	13	315377	316903	1527	1	YMR020W	YMR020W_mRNA	0
XIII	32198	32291	94	+	3.32664399378037	6.04804070326184	32.6107368671169	0.000122015386594153	0.000470838121464828	Promoter	13	32334	33851	1518	1	YML118W	YML118W_mRNA	-43
XIII	350289	350413	125	+	3.56437372272918	6.37678684651945	38.0859367526292	6.18046730344791e-05	0.000267801904706835	Promoter	13	350381	350863	483	1	YMR040W	YMR040W_mRNA	0
XIII	351967	352216	250	-	1.41114438951226	9.3250711614145	102.989066021659	5.02688886877115e-07	6.27201057318985e-06	Promoter	13	350966	351973	1008	2	YMR041C	YMR041C_mRNA	0
XIII	362641	362698	58	-	-1.21763335622747	9.09208204411309	87.0415074467209	1.18536707243399e-06	1.21909416541218e-05	Promoter	13	357359	362627	5269	2	YMR045C	YMR045C	-71
XIII	370515	370577	63	-	-1.2954134672297	8.07994228654396	40.049504213484	4.93419714593355e-05	0.000225656046166472	Promoter	13	368094	370517	2424	2	YMR049C	YMR049C_mRNA	0
XIII	382872	382925	54	-	2.26153014860154	6.05948717265749	25.963170547933	0.000316919806103273	0.00105915643990283	Promoter	13	380346	382898	2553	2	YMR053C	YMR053C_mRNA	0
XIII	388298	388325	28	-	6.74344795353421	4.81431002203561	42.2286721713111	9.54478576859543e-05	0.00038384237644616	Promoter	13	387315	388244	930	2	YMR056C	YMR056C_mRNA	-81
XIII	396384	396460	77	-	-2.61426912147959	5.93677393439071	21.4269295843007	0.000677182774488057	0.00200314369644917	Promoter	13	395054	396379	1326	2	YMR062C	YMR062C_mRNA	-81
XIII	424919	424973	55	+	-1.04710597460118	8.3031186320177	39.1585915333699	5.45894453948485e-05	0.000244147280598652	Promoter	13	424989	426059	1071	1	YMR079W	YMR079W_mRNA	-16
XIII	439119	439198	80	+	1.71233793861174	6.04437308137553	26.8490504088869	0.000276351792980901	0.000945659511002154	Promoter	13	439208	442090	2883	1	YMR086W	YMR086W_mRNA	-10
XIII	43992	44040	49	+	-1.2267064780724	5.59920846698447	6.9629985276026	0.0225625059445248	0.0397786789587166	Promoter	13	44045	44791	747	1	YML113W	YML113W_mRNA	-5
XIII	442469	442513	45	+	-1.60975590794664	5.08078854780805	11.5651532856339	0.00569483260504443	0.0122452741741698	Promoter	13	442527	443381	855	1	YMR087W	YMR087W_mRNA	-14
XIII	448087	448158	72	-	2.15575944816405	7.14043399703823	79.11863347806	1.91569016945496e-06	1.74892089391516e-05	Promoter	13	445609	448086	2478	2	YMR089C	YMR089C_mRNA	-72
XIII	449132	449272	141	+	4.03501842054513	8.59308385685357	495.524222973121	1.06208834076131e-10	3.69151561867467e-08	Promoter	13	449245	449928	684	1	YMR090W	YMR090W_mRNA	0
XIII	453495	453561	67	-	2.59338074457938	5.09839383803857	14.7893963173804	0.00258389396850048	0.00625045033869343	Promoter	13	451632	453479	1848	2	YMR092C	YMR092C_mRNA	-82
